paper_index	authors	title
7E55FFA2	john okeefe + michael recce	Phase relationship between hippocampal place units and the EEG theta rhythm.
7AFC5BAE	alain codourey + etienne burdet	Evaluation of parametric and nonparametric nonlinear adaptive controllers
80CE98BB	erik b sudderth + alan s willsky + martin j wainwright	Tree-Based Modeling and Estimation of Gaussian Processes on Graphs with Cycles
7DB52CF3	erik agrell	A Method for Examining Vector Quantizer Structures
7DCCD20B	kevin murphy	Dynamic bayesian networks: representation, inference and learning
75FEA63C	azriel rosenfeld + steven w zucker + robert hummel	Scene Labeling by Relaxation Operations
78F5CDB7	shunichi amari	Dynamics of pattern formation in lateral-inhibition type neural fields
81748252	frederic jurie + bill triggs + emmanuel nowak	Sampling strategies for bag-of-features image classification
7F53DEB4	stuart russell + andrew zimdars	Q-Decomposition for Reinforcement Learning Agents
7811B1F8	h christopher longuethiggins + guy l scott	An Algorithm for Associating the Features of Two Images
80C422F7	tim c clapp + neil j gordon + simon maskell + m s arulampalam	A tutorial on particle filters for online nonlinear/non-Gaussian Bayesian tracking
7E2788F0	luc devroye	The uniform convergence of nearest neighbor regression function estimators and their application in optimization
7F4AC48E	gabriel wachman + roni khardon	Noise Tolerant Variants of the Perceptron Algorithm
5CB1FD19	ralf herbrich + olivier chapelle + choon hui teo + alexander j smola + quoc v le	Direct Optimization of Ranking Measures
5BD6343C	paul tseng	Convergence of a block coordinate descent method for nondifferentiable minimization
7B64C61D	janusz rajkowski + piotr kubiak + gary astonjones	Conditioned responses of monkey locus coeruleus neurons anticipate acquisition of discriminative behavior in a vigilance task
793F3F70	robert krauthgamer + james r lee	Navigating nets: simple algorithms for proximity search
5B950079	andrew mccallum + chris pal + greg druck + xuerui wang	Multi-conditional learning: generative/discriminative training for clustering and classification
757D2F81	andrey feuerverger	A consistent test for bivariate dependence
00FF7BBC	wei wei + bart selman + jordan erenrich	Towards Efficient Sampling: Exploiting Random Walk Strategies
801CC342	daniel j navarro + michael d lee + mark steyvers + thomas l griffiths	Modeling individual differences using Dirichlet processes
5A3ACF79	heldt + verghese + mark + long + szolovits	Integrating Data, Models, and Reasoning in Critical Care
806A7CBF	gunnar ratsch + bernhard scholkopf + soren sonnenburg + christin schafer	Large Scale Multiple Kernel Learning
5B21E09A	h von helmholtz + p c southall	Treatise on physiological optics
7DBC70E2	nello cristianini + tijl de bie	Convex Methods for Transduction
8124B7EA	nelson cowan	The magical number 4 in short-term memory: A reconsideration of mental storage capacity
6079E17D	hagai attias	Inferring parameters and structure of latent variable models by variational bayes
5FC0CB3D	scott makeig + arnaud delorme	EEGLAB: an open source toolbox for analysis of single - trial EEG dynamics
7C6D0989	nicolas j tourasse + manolo gouy + nicolas galtier	A Nonhyperthermophilic Common Ancestor to Extant Life Forms
5A0838E5	tom heskes	Empirical Bayes for Learning to Learn
78724668	michael j spiveyknowlton + julie c sedivy + michael k tanenhaus + kathleen m eberhard	Integration of visual and linguistic information in spoken language comprehension
7A2ACFA0	m kemal ciliz + kumpati s narendra	Adaptive Control of Robotic Manipulators Using Multiple Models and Switching
76FFE1FA	peter thompson	Velocity after-effects: The effects of adaptation to moving stimuli on the perception of subsequently seen moving stimuli
758D3B3A	matthew r fellows + mijail d serruya + john p donoghue + nicholas g hatsopoulos + liam paninski	Robustness of neuroprosthetic decoding algorithms
7F2332A4	sebastian thrun	Is Learning The n-th Thing Any Easier Than Learning The First?
7F146C71	philip m long + xinyu wu	Mistake Bounds for Maximum Entropy Discrimination
75C506F2	yoav freund + peter l bartlett + robert e schapire + wee sun lee	Boosting the margin: a new explanation for the effectiveness of voting methods
7EDC92E1	ashutosh garg + dan roth	Margin Distribution and Learning Algorithms
13F060D2	uri lerner	Hybrid Bayesian Networks for Reasoning about Complex Systems
7DFD21DE	cary d perttunen + bruce e stuckman + donald r jones	Lipschitzian optimization without the Lipschitz constant
78098CCC	h e rauch	Solutions to the linear smoothing problem
7D3E1536	burkhard rost	Twilight zone of protein sequence alignments
77531036	william f loomis + wouterjan rappel + herbert levine + peter j thomas	Establishing Direction during Chemotaxis in Eukaryotic Cells
7A7E9A68	joseph f murray + kenneth kreutzdelgado	Learning Sparse Overcomplete Codes for Images
8077921A	ivor w tsang + james t kwok + pakming cheung	Core Vector Machines: Fast SVM Training on Very Large Data Sets
0408D04C	jerome h friedman	A Variable Span Smoother
80C9D081	imre csiszar	$I$-Divergence Geometry of Probability Distributions and Minimization Problems
6D67A767	koji tsuda + t faucett + hisashi kashima + mishra n + akira inokuchi	Marginalized Kernels between Labeled Graphs
80CD3514	patrick j bennett + jason m gold + allison b sekuler	Identification of band-pass filtered letters and faces by human and ideal observers
7FD91D93	geoffrey e hinton + ruslan salakhutdinov + jacob goldberger + sam roweis	Neighbourhood Components Analysis
80F08D04	michael j black + john r donoghue + a shaikhouni + wei wu	Closed-loop neural control of cursor motion using a Kalman filter
816FBD21	feng kang + rong jin + chris h ding	A Probabilistic Approach for Optimizing Spectral Clustering
5FDF1A26	weiping li + emanuel todorov	Optimal control methods suitable for biomechanical systems
81388F71	olivier delalleau + patrice marcotte + pascal vincent + yoshua bengio + nicolas le roux	Convex Neural Networks
5DCB6FB6	mark a pitt + in jae myung + peter grunwald	Advances in minimum description length : theory and applications
8029F738	gary grumbling + victor b strelets	FlyBase: anatomical data, images and queries
78C9F418	eyal kushilevitz + haim kaplan + yishay mansour	Learning with attribute costs
7D02C3C9	john lafferty + stephen a della pietra + john cocke + f jelinek + peter f brown + paul s roossin + robert l mercer + vincent j della pietra	A statistical approach to machine translation
800A94E6	xinwei li + chaojun liu + hui jiang	Large margin HMMs for speech recognition
013A1EED	c david munson	A note on lena
779F0E94	leslie g valiant	The complexity of computing the permanent
5DBD4E60	hal stern + padhraic smyth + seyoung kim	A nonparametric bayesian approach to detecting spatial activation patterns in fMRI data.
08C73610	michael collins + daphne koller + benjamin taskar + christopher d manning + dan klein	Max-Margin Parsing
0ACA2D62	stefan harmeling + amos storkey + marc toussaint	Probabilistic inference for solving (PO)MDPs
7D93F58B	monica s castelhano + john m henderson + aude oliva + antonio torralba	Contextual guidance of eye movements and attention in real-world scenes: the role of global features in object search
7DB67335	inna dubchak + chris h q ding	Multi-class protein fold recognition using support vector machines and neural networks.
00778696	amy needham + renee baillargeon + laura kotovsky	The acquisition of physical knowledge in infancy
5B76E806	peter auer + ronald ortner	A Boosting Approach to Multiple Instance Learning
8020AC1B	mehrdad jazayeri + j anthony movshon	A new perceptual illusion reveals mechanisms of sensory decoding
76AB4FB2	roy d patterson	Auditory images. How complex sounds are represented in the auditory system.
7F21B102	ulrike von luxburg	A tutorial on spectral clustering
7971159F	john novembre + eric c anderson	Finding Haplotype Block Boundaries by Using the Minimum-Description-Length Principle
08451859	eric horvitz + sumit basu + ashish kapoor	Selective Supervision: Guiding Supervised Learning with Decision-Theoretic Active Learning
7F9283D9	simon n wood	Thin plate regression splines
5EEE61FD	roy e welsch + edwin kuh	Linear Regression Diagnostics
7FF7DBCB	jianhua lin	Divergence measures based on the Shannon entropy
796B8A68	shimon ullman + michel j vidalnaquet + erez sali	Visual features of intermediate complexity and their use in classification
09B3F54D	roger levy + nathaniel j smith	Optimal processing times in reading: a formal model and empirical investigation
7F876047	andrew mccallum + sebastian thrun + kamal nigam + tom m mitchell	Learning to classify text from labeled and unlabeled documents
7E21DE81	joel a tropp	Greed is good: algorithmic results for sparse approximation
7AA2E266	charles l a clarke + christopher r palmer + gordon v cormack	Efficient construction of large test collections
7A0B36C6	adrian e raftery + chris fraley	How many clusters? Which clustering method? Answers via model-based cluster analysis
753EB12B	paul fearnhead	Exact and efficient Bayesian inference for multiple changepoint problems
764547E6	mark steyvers + joshua b tenenbaum + thomas l griffiths	Topics in semantic representation
7DA4F01F	chiranjib bhattacharyya + gert r g lanckriet + michael i jordan + laurent el ghaoui	A robust minimax approach to classification
7C33D673	andrew w moore + daniel b neill	Rapid detection of significant spatial clusters
7EBBA778	giulio tononi + michele rucci + gerald m edelman	Registration of Neural Maps through Value-Dependent Learning: Modeling the Alignment of Auditory and Visual Maps in the Barn Owl’s Optic Tectum
7E168290	sanjoy dasgupta	Coarse sample complexity bounds for active learning
80DF40FC	malte kuss + carl edward rasmussen	Assessing approximations for Gaussian process classification
76140B08	tomaso poggio + michael j jones + federico girosi	Regularization theory and neural networks architectures
5F0E7608	jan peters + stefan schaal + sethu vijayakumar	Reinforcement Learning for Humanoid Robotics
8025A451	martin szummer + tommi s jaakkola	Information Regularization with Partially Labeled Data
77269AF5	robert a jacobs	Optimal Integration of Texture and Motion Cues to Depth
75429497	francesco pavani + paul bertelson + beatrice de gelder + elisabetta ladavas + jean vroomen	Ventriloquism in patients with unilateral visual neglect
054C671C	y ritov + peter j bickel	Estimating integrated squared density derivatives: Sharp best order of convergence estimates
79890B33	foster provost + bruce g buchanan	Inductive Policy: The Pragmatics of Bias Selection
766B85FC	giovanni danese + francesco leporati	A parallel neural processor for real-time applications
7EDE9CD8	tong zhang + andrei broder + mariaflorina balcan	Margin Based Active Learning
8081FC08	joshua b tenenbaum	Learning the Structure of Similarity
7FAC17DF	liu wenyin + mingjing li + feng zhang + zheng chen	Web mining for web image retrieval
04BA43EE	allan h seheult + b t porteous + d m greig	Exact maximum a posteriori estimation for binary images
80BACD14	m r fellows + liam paninski + richard a normann + nicholas g hatsopoulos + john p donoghue + shy shoham	Statistical encoding model for a primary motor cortical brain-machine interface
7CE0D3F8	james theiler	Statistical precision of dimension estimators
5CA87765	julian besag	On the statistical analysis of dirty pictures
80D53810	m moore + j goldwaithe + k adams + roy a e bakay + philip r kennedy	Direct control of a computer from the human central nervous system
0936262F	melissa a wong + j a hartigan	A k-means clustering algorithm
7D443621	w e grimson	Why Stereo Vision is Not Always About 3D Reconstruction
7EBAD7A6	ying nian wu + david mumford + song chun zhu	Minimax Entropy Principle and Its Application to Texture Modeling
7D8B6DFD	susan l franzel + kyle r cave + jeremy m wolfe	Guided search: an alternative to the feature integration model for visual search.
7D776D32	kristen grauman + trevor darrell	The pyramid match kernel: discriminative classification with sets of image features
784B198B	martin jansche	Maximum expected F-measure training of logistic regression models
7D490876	peter s maybeck + george m siouris	Stochastic Models, Estimation, and Control, Volume I
7DB75424	roger n shepard + phipps arabie	Additive clustering: Representation of similarities as combinations of discrete overlapping properties.
8127C3E9	n k logothetis	The Underpinnings of the BOLD Functional Magnetic Resonance Imaging Signal
00DB2059	st phane mallat	A Wavelet Tour of Signal Proc
7EA1628C	eve v clark	On the Logic of Contrast.
5FD3F5D7	markjan nederhof	The computational complexity of the correct-prefix property for TAGs
7D174948	jonathan s yedidia + yair weiss + william t freeman	Generalized Belief Propagation
5B44F35D	amy greenwald + amir jafari	A General Class of No-Regret Learning Algorithms and Game-Theoretic Equilibria
7F407CB9	benjamin van roy	Performance Loss Bounds for Approximate Value Iteration with State Aggregation
77CAB36D	eric mjolsness + guy yosiphon	Stochastic process semantics for dynamical grammars
7DB4B8AB	gunnar ratsch + bernhard scholkopf + klausrobert muller + sebastian mika + koji tsuda	An introduction to kernel-based learning algorithms
81275557	peter buneman	The Recovery of Trees from Measures of Dissimilarity
5F97862F	john n tsitsiklis + dimitri p bertsekas	Parallel and Distributed Computation: Numerical Methods
7B13E87A	tad hogg + rajan m lukose + bernardo a huberman	An Economics Approach to Hard Computational Problems
5C36F4D8	geoffrey j gordon	Stable Function Approximation in Dynamic Programming
0002DD12	vera maljkovic + kazuhisa nakayama	Priming of pop-out: I
814E2F4D	vladimir vapnik + donghui wu + harris drucker	Support vector machines for spam categorization
5AD4018B	benedikt brors + patrick warnat + roland eils	Cross-platform analysis of cancer microarray data improves gene expression based classification of phenotypes
80597819	mark j schervish + christopher j paciorek	Nonstationary Covariance Functions for Gaussian Process Regression
7AF67EE7	john c gallagher + randall d beer + kenneth s espenschied + roger d quinn	Application of evolved locomotion controllers to a hexapod robot
7FCBE424	thomas hofmann + yasemin altun + alexander j smola	Exponential families for conditional random fields
760F7C25	decision systems + saul b gelfand + sanjoy k mitter	Simulated annealing type algorithms for multivariate optimization
7ABE1CF1	gerard govaert + gilles celeux	A Classification EM algorithm for clustering and two stochastic versions
7DA7454B	peter auer	Using confidence bounds for exploitation-exploration trade-offs
7DAE5D50	seiya imoto + sunyong kim + satoru miyano	Inferring gene networks from time series microarray data using dynamic Bayesian networks.
60925BB1	daphne koller + mehran sahami	Hierarchically Classifying Documents Using Very Few Words
611E1B80	milutin stanacevic + abdullah celik + gert cauwenberghs	Mixed-signal real-time adaptive blind source separation
7D7EDD33	david c noelle + todd s braver + jonathan d cohen + nicolas p rougier + randall c oreilly	Prefrontal Cortex and Flexible Cognitive Control: Rules Without Symbols
7DA11C2A	chris bishop + michael e tipping	Variational relevance vector machines
7D5B5DE1	zoubin ghahramani + sam roweis	A unifying review of linear Gaussian models
7F6A7657	michael b eisen + paul t spellman + david botstein + audrey p gasch + patrick o brown + c m kao + orna carmelharel + gisela storz	Genomic Expression Programs in the Response of Yeast Cells to Environmental Changes
7F63D87C	dmitri b strukov + k k likharev	CMOL FPGA: a reconfigurable architecture for hybrid digital circuits with two-terminal nanodevices
6E2744FF	r m dudley	A course on empirical processes
7DA00BD0	antonio torralba + kevin murphy + william t freeman	Contextual models for object detection using boosted random fields
07F9D671	michael escobar + mike west	Computing Bayesian nonparametric hierarchical models
5B76441E	thomas g dietterich	Ensemble Methods in Machine Learning
76793B76	mathukumalli vidyasagar	Randomized algorithms for robust controller synthesis using statistical learning theory
80970662	percy liang + slav petrov + michael i jordan + dan klein	The Infinite {PCFG} Using Hierarchical {Dirichlet} Processes
7E4E7FE1	trevor hastie + saharon rosset + ji zhu	Boosting as a Regularized Path to a Maximum Margin Classifier
81576EAB	yutaka ohtake + hanspeter seidel + alexander belyaev	A multi-scale approach to 3D scattered data interpolation with compactly supported basis functions
7CBB227D	j m maciejowski + nlc chui	Realization of stable models with subspace methods
593832A2	nir friedman + david andre + richard dearden	Model based Bayesian exploration
753C0330	de shulz + elie bienenstock + simon j thorpe + yves fregnac	A cellular analogue of visual cortical plasticity
7E421E96	henrik i christensen + peter k allen + steffen knoop + andrew t miller	Automatic grasp planning using shape primitives
7DD25105	john maccormick + james m rehg + vladimir pavlovic	Learning Switching Linear Models of Human Motion
7E41E439	kwabena boahen	A burst-mode word-serial address-event link-II: receiver design
789969F0	ronald paul barry + r kelley pace	Sparse spatial autoregressions
79CDB9A2	maurice queyranne	Minimizing symmetric submodular functions
75A57187	volker blanz + alice j otoole + thomas s price + j c bartlett + thomas vetter	3D shape and 2D surface textures of human faces: the role of “averages” in attractiveness and age
78727DEC	craig t nordhausen + richard a normann + edwin m maynard	The Utah Intracortical Electrode Array: A recording structure for potential brain-computer interfaces
7EC9EF45	mario marchand + francois laviolette	PAC-Bayes risk bounds for sample-compressed Gibbs classifiers
7EB116A7	petr schwarz + pavel matejka + j cernocky	Hierarchical Structures of Neural Networks for Phoneme Recognition
7F7B5ABC	thomas e nichols + andrew holmes	Nonparametric permutation tests for functional neuroimaging: A primer with examples
7F8B8885	chris ding + xiaofeng he + horst d simon + hongyuan zha + ming gu	Spectral Relaxation for K-means Clustering
7B3EA2B6	michael t orchard	A fast nearest-neighbor search algorithm
76FF1C56	christopher d manning + kristina toutanova + dan klein + yoram singer	Feature-rich part-of-speech tagging with a cyclic dependency network
75971E67	andrea davella + philippe saltiel + emilio bizzi	Combinations of muscle synergies in the construction of a natural motor behavior
78D3F9FD	rafael bru + francisco pedroche + daniel b szyld	Overlapping additive and multiplicative Schwarz iterations for H -matrices
58C17E9F	chuong b do + serafim batzoglou + samuel s gross	CONTRAlign: discriminative training for protein sequence alignment
808CBFF2	eero p simoncelli + alan a stocker	Noise characteristics and prior expectations in human visual speed perception
816EFD93	mujdat cetin + alan s willsky + dmitry m malioutov	Homotopy continuation for sparse signal representation
7D2DDEFB	paul g w jansen + frans c a groen + j c van den heuvel + w van der mark	Colour based off-road environment and terrain type classification
80D5073D	michael i jordan + nello cristianini + tijl de bie + william stafford noble + gert r g lanckriet	A statistical framework for genomic data fusion
7DBF8430	geoffrey e hinton + michael i jordan + lei xu	An Alternative Model for Mixtures of Experts
808552FD	matthew p aylett	STOCHASTIC SUPRASEGMENTALS: RELATIONSHIPS BETWEEN REDUNDANCY, PROSODIC STRUCTURE AND CARE OF ARTICULATION IN SPONTANEOUS SPEECH
8144D84D	linli xu + dana wilkinson + finnegan southey + dale schuurmans	Discriminative unsupervised learning of structured predictors
7F7AF6BF	alan s barnett + stefano marenco + carlo pierpaoli + peter j basser + gustavo k rohde	Comprehensive approach for correction of motion and distortion in diffusion-weighted MRI.
09F7F919	hillol kargupta + kun liu + kanishka bhaduri + kamalika das + j e ryan	Distributed Data Mining Bibliography
766011FA	inderjit s dhillon + yuqiang guan + brian kulis	Kernel k-means: spectral clustering and normalized cuts
80D6330B	michael kearns + andrew y ng + yishay mansour	Approximate Planning in Large POMDPs via Reusable Trajectories
7F84FA65	gilles blanchard + laurent zwald	Finite-Dimensional Projection for Classification and Statistical Learning
7EE32C3E	j p vert + minoru kanehisa + yoshihiro yamanishi	Protein network inference from multiple genomic data: a supervised approach
765D1AAE	max welling + yee whye teh	Approximate inference in Boltzmann machines
7FFAF0C8	george furnas + susan t dumais + thomas k landauer + s deerwester + richard a harshman	Indexing by Latent Semantic Analysis.
7ED9796C	mircea r stan + matthew m ziegler + john lach + seth copen goldstein + paul d franzon	Molecular electronics: from devices and interconnect to circuits and architecture
7DEF294F	wilson s geisler + raghu g raj + alan c bovik + robert a frazor	Contrast statistics for foveated visual systems: fixation selection by minimizing contrast entropy
7DAFD62F	ziv barjoseph	Analyzing time series gene expression data
08A3E57A	hagai attias + ce schreiner	Low-order temporal statistics of natural sounds
707B5B6E	james theiler + simon j perkins	Online feature selection using grafting
59DD9C55	zoubin ghahramani + matthew j beal	Graphical Models and Variational Methods
7E886FDE	anand rangarajan + haili chui	A feature registration framework using mixture models
0D19A060	timor kadir + m p brady	Scale, saliency and image description
7D0AD551	mitsuo kawato + daniel m wolpert	Multiple paired forward and inverse models for motor control
7EB31D61	takeo kanade + jing xiao	Non-rigid shape and motion recovery: degenerate deformations
7D2D8866	matthias seeger	Bayesian Gaussian Process Models: PAC-Bayesian Generalisation Error Bounds and Sparse Approximations
7C8F5F98	mohsen bayati + devavrat shah + mayank sharma	Maximum weight matching via max-product belief propagation
7E1A2F16	lionel jouffe	Fuzzy inference system learning by reinforcement methods
803CCAB8	tomaso poggio + federico girosi + m jones	Priors Stabilizers and Basis Functions: From Regularization to Radial, Tensor and Additive Splines
5A514C9B	peter sand + andrew w moore	Repairing Faulty Mixture Models using Density Estimation
7868B613	thomas c toppino + gerald m long	Selective adaptation with reversible figures: Don’t change that channel
8143E360	qihui zhu + jianbo shi + liming wang + yang wu	Contour Context Selection for Object Detection: A Set-to-Set Contour Matching Approach
80DE9619	susanne still + rodney j douglas + klaus hepp	Neuromorphic walking gait control
5AE48836	minling zhang + zhihua zhou	Ensembles of Multi-Instance Learners
80922B68	joachim m buhmann + volker roth + bernd fischer	Clustering with the connectivity kernel
0148A94D	philipp koehn	Europarl: A multilingual corpus for evaluation of machine translation
7DC9036C	carl m kadie + david heckerman + john s breese	Empirical analysis of predictive algorithms for collaborative filtering
079211BC	andrew y ng + jamie schulte + ashutosh saxena	Depth estimation using monocular and stereo cues
7FD65373	theodoros evgeniou + massimiliano pontil + charles a micchelli	Learning Multiple Tasks with Kernel Methods
75650C96	stephen gormican + anne m treisman	Feature analysis in early vision: evidence from search asymmetries.
7D7417FE	howard hua yang + shunichi amari	Complexity Issues in Natural Gradient Descent Method for Training Multilayer Perceptrons
7D90601B	yanxi liu + jiebo luo + robert t collins + jiayong zhang	Body Localization in Still Images Using Hierarchical Models and Hybrid Search
7ECF0D24	michael i jordan + david m blei	Variational inference for Dirichlet process mixtures
808F633B	norman i badler + diane chi + liwei zhao + monica costa	The EMOTE model for effort and shape
257533F0	david a landgrebe	Signal theory methods in multispectral remote sensing
79005A09	marco cenzato + paolo viviani	Segmentation and coupling in complex movements.
0A2FD814	olga veksler + ramin zabih + yuri boykov	Efficient Approximate Energy Minimization via Graph Cuts
7D2DF584	david m blei + michael i jordan + matthew j beal + yee whye teh	Sharing Clusters among Related Groups: Hierarchical Dirichlet Processes
7F0EF4AB	stefan roth + michael j black	Fields of Experts: a framework for learning image priors
790BBB3E	nathan srebro + shai shalevshwartz	SVM optimization: inverse dependence on training set size
01E2FEE4	olivier cappe + eric moulines + tobias ryden	Inference in Hidden Markov Models (Springer Series in Statistics)
7780965F	andrew y ng	Feature selection, L 1 vs. L 2 regularization, and rotational invariance
81A217F3	laurent el ghaoui + herve lebret	Robust solution to least squares problems with uncertain data
81537D10	tom richardson + rudiger urbanke	The capacity of low-density parity-check codes under message-passing decoding
08539AED	vin de silva + john langford + m bernstein + joshua b tenenbaum	Graph approximations to geodesics on embedded manifolds
755BAD5E	j h van hateren	A theory of maximizing sensory information
7D3F3E5D	hye jin kim + andrew y ng	Stable adaptive control with online learning
7F3B9ADC	renee baillargeon + laura kotovsky	Reasoning about collisions involving inert objects in 7.5‐month‐old infants
5E36DF9F	thomas stutzle + marco dorigo	ACO algorithms for the quadratic assignment problem
5ADCEA59	giacomo indiveri + rodney j douglas + ernst niebur + timothy k horiuchi	A Competitive Network of Spiking VLSI Neurons
0B61B67A	delbert dueck + brendan j frey	Probabilistic Sparse Matrix Factorization
7EDCF20A	fred l bookstein	Principal warps: thin-plate splines and the decomposition of deformations
7C7A70C9	norbert kopco + tara j martin + barbara g shinncunningham	Localizing nearby sound sources in a classroom: binaural room impulse responses.
7E68CE15	donald l snyder	Filtering and detection for doubly stochastic Poisson processes
7EB3CACF	eugene charniak + mark johnson	Coarse-to-fine n -best parsing and MaxEnt discriminative reranking
8044018D	liliana m davalos + sushma reddy	Geographical sampling bias and its implications for conservation priorities in Africa
7E51CDDC	douglas rivers + simon jackman + joshua d clinton	The Statistical Analysis of Roll Call Data
5C7470C0	david heckerman + blackford middleton + michael shwe + gregory f cooper + d harold lehmann	Probabilistic Diagnosis Using a Reformulation of the INTERNIST-1/QMR Knowledge Base
7E98235B	michael a osborne + stephen j roberts + sarvapali d ramchurn + nicholas r jennings + audrey smith rogers	Towards Real-Time Information Processing of Sensor Network Data Using Computationally Efficient Multi-output Gaussian Processes
8134BF80	ingo steinwart + clint scovel + don hush	A Classification Framework for Anomaly Detection
81471F41	stefan schaal + jan peters	Learning to Control in Operational Space
75283880	hyeokho choi + ramesh neelamani + richard g baraniuk	ForWaRD: Fourier-wavelet regularized deconvolution for ill-conditioned systems
80C2B2BA	gang hua + ting yu + ying wu	Switching observation models for contour tracking in clutter
58A02431	avrim blum	Random Projection, Margins, Kernels, and Feature-Selection
662995A9	samuel a kutin + partha niyogi	Almost-everywhere algorithmic stability and generalization error
06D07B40	antonio criminisi + john winn	Object Class Recognition at a Glance
7F213290	terry caelli + dale schuurmans + s v n vishwanathan + shaojun wang + li cheng	Implicit Online Learning with Kernels
7F77B281	robert tibshirani + gilbert chu + trevor hastie + balasubramanian narasimhan	Diagnosis of multiple cancer types by shrunken centroids of gene expression
7B614189	venkatesan guruswami + prasad raghavendra	Hardness of Learning Halfspaces with Noise
7F89635B	alexander j smola + le song + karsten borgwardt + arthur gretton	A dependence maximization view of clustering
5DADDE4F	shihchii liu + yingxue wang	Programmable synaptic weights for an aVLSI network of spiking neurons
7E6BFB12	cristian sminchisescu + bill triggs	Kinematic jump processes for monocular 3D human tracking
78D49579	kwangmoo koh + stephen boyd + seungjean kim	An Interior-Point Method for Large-Scale l 1 -Regularized Logistic Regression
21E91869	lehel csato	Gaussian processes : iterative sparse approximations
7F82AB36	leonard j trejo + roman rosipal	Kernel partial least squares regression in reproducing kernel hilbert space
7EB0FA31	bin yu + martin vetterli + s g chang	Adaptive wavelet thresholding for image denoising and compression
75DF2F14	rebecca willett + robert nowak	Minimax optimal level set estimation
0B2293CC	manfred opper + ole winther	From Naive Mean Field Theory to the TAP Equations
642D1B12	peter j bickel + bo li	Local polynomial regression on unknown manifolds
5A219230	christopher k i williams + matthias seeger + neil d lawrence	Fast Forward Selection to Speed Up Sparse Gaussian Process Regression
5E432596	tracey j shors + anna v beylin + patima tanapat + alison j reeves + elizabeth gould	Learning enhances adult neurogenesis in the hippocampal formation
05ADFB1A	pascal cathier + senthil periaswamy + m macari + jinming liang + michael sean baker + murat dundar + sarang lakare + anna jerebko + luca bogoni	CAD for colonography: A tool to address a growing need
7E533F1A	alexandros karatzoglou + markus weimer + alexander j smola + quoc v le	COFI RANK - Maximum Margin Matrix Factorization for Collaborative Ranking
1114E607	g hirst	Association for Computational Linguistics
75AB181E	stefano zapperi + alessandro vespignani	Order Parameter and Scaling Fields in Self-Organized Criticality
7B172258	christos p kitsos + d michael titterington + ian ford	Recent advances in nonlinear experiment design
7BEDCFA6	geoffrey e hinton	Products of experts
7ED45FCE	marshall f tappen + edward h adelson + ce liu + william t freeman	Learning Gaussian Conditional Random Fields for Low-Level Vision
7740040B	john wieczorek + barbara r stein	Mammals of the World: MaNIS as an example of data integration in a distributed network environment
7F0BDBD0	martin morf + thomas kailath	Square-root algorithms for least-squares estimation
5BCCE789	bernhard scholkopf + ralf herbrich + alexander j smola	A Generalized Representer Theorem
7F69B2F4	peter l bartlett + shahar mendelson	Rademacher and Gaussian Complexities: Risk Bounds and Structural Results
5FB4DE45	thomas g dietterich	An Experimental Comparison of Three Methods for Constructing Ensembles of Decision Trees: Bagging, Boosting, and Randomization
7D029D6F	david l donoho + michael elad + v n temlyakov	Stable recovery of sparse overcomplete representations in the presence of noise
7EB19CBF	olivier delalleau + yoshua bengio + nicolas le roux	The Curse of Highly Variable Functions for Local Kernel Machines
80D96EC1	xuebin zheng + jagath c rajapakse	Learning functional structure from fMR images
691D1282	charles g gross + robert desimone + charles j bruce	Visual Properties of Neurons in a Polysensory Area in Superior Temporal Sulcus of the Macaque
065C0968	g bor lugosi + nicolas vayatis	On the Bayes-risk consistency of boosting methods
7F97FB5F	john lafferty + pradeep ravikumar	Quadratic programming relaxations for metric labeling and Markov random field MAP estimation
7732E79C	ajit singh + andreas krause + carlos guestrin	Near-optimal sensor placements in Gaussian processes
803C967F	matthew j beal + zoubin ghahramani	Variational Inference for Bayesian Mixtures of Factor Analysers
79B3F316	trevor hastie + ping li + kenneth w church	Very sparse random projections
593535A9	andreas opelt + michael fussenegger + peter auer + axel pinz	Weak hypotheses and boosting for generic object detection and recognition
7DC5DDD5	thomas g dietterich + tomas lozanoperez + richard h lathrop	Solving the multiple instance problem with axis-parallel rectangles
729A5084	ferdinando a mussaivaldi + reza shadmehr	Adaptive representation of dynamics during learning of a motor task
5E809B17	david wolfe + elwyn r berlekamp	Mathematical go : chilling gets the last point
78DF837C	russell l de valois + e william yund + norva hepler	The orientation and direction selectivity of cells in macaque visual cortex
80A4C715	richard s sutton + michael l littman	Predictive Representations of State
7D8BB540	gal ariav + jackie schiller + alon polsky	Submillisecond Precision of the Input-Output Transformation Function Mediated by Fast Sodium Dendritic Spikes in Basal Dendrites of CA1 Pyramidal Neurons
801BE901	bernabe linaresbarranco + a civitbalcells + a linaresbarranco + gabriel jimenezmoreno	On algorithmic rate-coded AER generation
7E0A5F81	shai shalevshwartz + karthik sridharan + nathan srebro	Fast Rates for Regularized Objectives
7D161C9E	jun s liu + ying nian wu	Parameter expansion for data augmentation
7E882C3D	david j c mackay + david stern + thore graepel	Modelling Uncertainty in the Game of Go
7885D5BE	oswald steward + w b levy	Temporal contiguity requirements for long-term associative potentiation/depression in the hippocampus
7EBE5A5C	răzvan v florian	Reinforcement Learning Through Modulation of Spike-Timing-Dependent Synaptic Plasticity
7E6C68C4	massimiliano pontil + charles a micchelli	Learning the Kernel Function via Regularization
